RBD,DV_RBD,NOMBRE_ESTABLECIMIENTO,DEPENDENCIA,AREA,COD_REGION,COD_PROV,COD_COM_EST,COMUNA,PRIMERA_PRIORIDAD,SEGUNDA_PRIORIDAD,TERCERA_PRIORIDAD,NO_VULNERABLES,SIN_INFORMACION,TOTAL_MATRICULA_2015,IVE_SINAE_2016
1301,3,LICEO MANUEL MARIN,MUNICIPAL - DAEM,URBANO,5,57,5705,PUTAENDO,93,13,16,15,1,138,88.4
1302,1,LICEO   REPUBLICA DE ESTADOS UNIDOS,MUNICIPAL - DAEM,URBANO,5,57,5705,PUTAENDO,34,8,6,2,0,50,96.0
1318,8,LICEO DARIO SALAS,MUNICIPAL - DAEM,URBANO,5,57,5706,SANTA MARÍA,115,17,20,19,1,172,88.4
1327,7,COLEGIO SANTA MARIA DE ACONCAGUA,PARTICULAR SUBVENCIONADO,URBANO,5,57,5706,SANTA MARÍA,128,15,56,43,0,242,82.2
1335,8,LICEO POLITECNICO LLAY LLAY,MUNICIPAL - DAEM,URBANO,5,57,5703,LLAILLAY,402,42,91,77,0,612,87.4
1347,1,LICEO MENESIANO SAGRADO CORAZON,PARTICULAR SUBVENCIONADO,URBANO,5,57,5703,LLAILLAY,154,18,38,29,0,239,87.9
1354,4,LICEO CHAGRES,MUNICIPAL - DAEM,URBANO,5,57,5702,CATEMU,299,29,65,52,0,445,88.3
1361,7,COLEGIO PARTICULAR CALIFORNIA,PARTICULAR SUBVENCIONADO,URBANO,5,57,5702,CATEMU,66,8,17,14,0,105,86.7
1362,5,ESCUELA AGRICOLA SALESIANA F. HUIDOBRO,PARTICULAR SUBVENCIONADO,URBANO,5,57,5702,CATEMU,108,8,24,21,0,161,87.0
1363,3,LICEO SANTIAGO ESCUTI ORREGO,MUNICIPAL - DAEM,URBANO,5,55,5501,QUILLOTA,235,26,34,43,0,338,87.3
1364,1,COLEGIO VALLE DE QUILLOTA,MUNICIPAL - DAEM,URBANO,5,55,5501,QUILLOTA,101,10,27,34,0,172,80.2
1366,8,LICEO COMERCIAL DE QUILLOTA,MUNICIPAL - DAEM,URBANO,5,55,5501,QUILLOTA,385,36,120,97,1,639,84.7
1371,4,ESCUELA BASICA ARAUCO,MUNICIPAL - DAEM,URBANO,5,55,5501,QUILLOTA,15,1,6,14,0,36,61.1
1391,9,LICEO COMERCIAL PARTICULAR,PARTICULAR SUBVENCIONADO,URBANO,5,55,5501,QUILLOTA,59,8,22,26,0,115,77.4
1392,7,COLEGIO FRANCISCO DE MIRANDA,PARTICULAR SUBVENCIONADO,URBANO,5,55,5501,QUILLOTA,139,7,74,184,4,408,53.9
1393,5,COLEGIO NIÑO JESUS DE PRAGA,PARTICULAR SUBVENCIONADO,URBANO,5,55,5501,QUILLOTA,106,3,57,86,1,253,65.6
1395,1,COLEGIO SAN PEDRO NOLASCO DE QUILLOTA,PARTICULAR SUBVENCIONADO,URBANO,5,55,5501,QUILLOTA,139,15,49,66,2,271,74.9
1397,8,ESC.PART INDUSTRIAL E.BERTELSEN TEMPLE,PARTICULAR SUBVENCIONADO,URBANO,5,55,5501,QUILLOTA,315,69,112,161,4,661,75.0
1400,1,COLEGIO SAN LUIS,PARTICULAR SUBVENCIONADO,URBANO,5,55,5501,QUILLOTA,28,9,4,9,0,50,82.0
1405,2,COLEGIO INGLES DE QUILLOTA,PARTICULAR SUBVENCIONADO,URBANO,5,55,5501,QUILLOTA,120,20,36,59,1,236,74.6
1414,1,COLEGIO LEONARDO DA VINCI,MUNICIPAL - DAEM,URBANO,5,55,5504,LA CRUZ,52,12,7,18,0,89,79.8
1421,4,LICEO SAN ISIDRO,PARTICULAR SUBVENCIONADO,URBANO,5,55,5504,LA CRUZ,73,10,20,29,0,132,78.0
1422,2,LICEO PEDRO DE VALDIVIA,MUNICIPAL - DAEM,URBANO,5,55,5502,LA CALERA,148,15,11,13,0,187,93.0
1425,7,COMPLEJO EDUCACIONAL LAS ACACIAS DE ARTIFICIO,MUNICIPAL - DAEM,URBANO,5,55,5502,LA CALERA,101,20,15,17,1,154,88.3
1436,2,LICEO PARTICULAR SAN JOSE,PARTICULAR SUBVENCIONADO,URBANO,5,55,5502,LA CALERA,172,13,69,119,4,377,67.4
1437,0,COLEGIO TERESA BROWN DE ARIZTIA,PARTICULAR SUBVENCIONADO,URBANO,5,55,5502,LA CALERA,156,16,39,48,1,260,81.2
1443,5,LICEO INDUSTRIAL A-16 OSCAR CORONA BARAHO,ADMINISTRACIÓN DELEGADA,URBANO,5,55,5502,LA CALERA,556,71,131,117,1,876,86.5
1444,3,LICEO MUNICIPAL JUAN RUSQUE PORTAL,MUNICIPAL - DAEM,URBANO,5,55,5506,NOGALES,96,18,15,32,1,162,79.6
1449,4,LICEO FELIPE CORTES,PARTICULAR SUBVENCIONADO,URBANO,5,55,5506,NOGALES,284,31,95,113,0,523,78.4
1450,8,COLEGIO SANTA ISABEL,PARTICULAR SUBVENCIONADO,URBANO,5,55,5506,NOGALES,50,8,24,59,1,142,57.7
1453,2,LICEO MUNICIPAL LUIS LABORDA,MUNICIPAL - DAEM,URBANO,5,55,5503,HIJUELAS,164,16,52,29,0,261,88.9
1464,8,LICEO DE LIMACHE,MUNICIPAL - DAEM,URBANO,5,58,5802,LIMACHE,254,49,74,27,2,406,92.9
1478,8,COLEGIO DE LA SANTA CRUZ,PARTICULAR SUBVENCIONADO,URBANO,5,58,5802,LIMACHE,66,5,66,23,2,162,84.6
1481,8,COLEGIO INGLES RELIGIOSAS PASIONISTAS,PARTICULAR SUBVENCIONADO,URBANO,5,58,5802,LIMACHE,42,5,40,31,2,120,72.5
1482,6,COLEGIO LIMACHE COLLEGE,PARTICULAR SUBVENCIONADO,URBANO,5,58,5802,LIMACHE,88,36,85,56,3,268,78.0
1489,3,LICEO DE OLMUE,MUNICIPAL - DAEM,URBANO,5,58,5803,OLMUÉ,137,41,44,23,0,245,90.6
1490,7,ESCUELA BÁSICA QUEBRADA DE ALVARADO,MUNICIPAL - DAEM,RURAL,5,58,5803,OLMUÉ,43,10,11,8,0,72,88.9
1500,8,COLEGIO PART. IGNACIO CARRERA PINTO,PARTICULAR SUBVENCIONADO,URBANO,5,58,5803,OLMUÉ,138,22,79,29,1,269,88.8
1502,4,INST.SUP.COMERCIO FCO.ARAYA BENNET,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5101,VALPARAÍSO,717,130,158,256,2,1263,79.6
1503,2,ESCUELA INDUSTRIAL SUPERIOR DE VALPARAISO,ADMINISTRACIÓN DELEGADA,URBANO,5,51,5101,VALPARAÍSO,614,45,230,304,2,1195,74.4
1504,0,LICEO TÉCNICO DE VALPARAÍSO,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5101,VALPARAÍSO,681,79,109,125,5,999,87.0
1515,6,LICEO EDUARDO DE LA BARRA,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5101,VALPARAÍSO,473,76,222,294,13,1078,71.5
1516,4,LICEO TECNOLÓGICO ALFREDO NAZAR FERES,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5101,VALPARAÍSO,229,25,52,60,1,367,83.4
1517,2,LICEO MATILDE BRANDAU DE ROSS,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5101,VALPARAÍSO,134,23,26,30,4,217,84.3
1518,0,LICEO MARIA LUISA BOMBAL,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5101,VALPARAÍSO,211,32,41,39,1,324,87.7
1519,9,LICEO TECNICO PROFESIONAL BARON,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5101,VALPARAÍSO,163,13,30,40,1,247,83.4
1520,2,LICEO VALPARAISO,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5101,VALPARAÍSO,129,7,48,108,7,299,61.5
1521,0,LICEO DE NINAS MARIA FRANCK DE MACDOUGAL,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5101,VALPARAÍSO,161,34,39,35,1,270,86.7
1522,9,COLEGIO PEDRO MONTT,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5101,VALPARAÍSO,41,6,11,8,0,66,87.9
1525,3,INSTITUTO TECN.PROF.MARITIMO DE VALPSO,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5101,VALPARAÍSO,573,19,169,229,4,994,76.6
1542,3,ESCUELA JOAQUIN EDWARDS BELLO,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5101,VALPARAÍSO,22,1,2,2,0,27,92.6
1549,0,ESCUELA REPUBLICA DE MEXICO,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5101,VALPARAÍSO,75,13,15,21,1,125,82.4
1579,2,LICEO SANTA TERESA,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,54,23,30,50,1,158,67.7
1580,6,COLEGIO PRESBIT. DAVID TRUMBULL,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,18,6,34,56,8,122,47.5
1581,4,LICEO JUANA ROSS DE EDWARDS,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,69,7,65,169,13,323,43.7
1582,2,COLEGIO LUTERANO CONCORDIA,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,46,7,37,66,3,159,56.6
1585,7,LICEO COEDUCACIONAL LA IGUALDAD,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,104,23,54,93,4,278,65.1
1586,5,COLEGIO CARLOS COUSINO,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,126,9,87,201,8,431,51.5
1587,3,COLEGIO MARIA AUXILIADORA,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,99,8,42,106,9,264,56.4
1588,1,COLEGIO NTRA.SRA.DE LA MISERICORDIA,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,34,3,35,50,4,126,57.1
1590,3,COLEGIO SALESIANO VALPARAISO,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,313,39,165,409,27,953,54.2
1594,6,COLEGIO SAN DAMIAN DE MOLOKAI,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,61,11,24,37,0,133,72.2
1604,7,COLEGIO LEONARDO MURIALDO,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,115,29,42,96,2,284,65.5
1607,1,COLEGIO TERESITA DE LISIEUX,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,56,16,15,26,5,118,73.7
1610,1,COLEGIO ALBERTO HURTADO SEGUNDO,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,90,23,33,45,2,193,75.6
1617,9,COLEGIO DABRUNA,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,12,4,7,8,0,31,74.2
1619,5,COLEGIO PARTICULAR JUNIOR SCHOOL 2,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,46,12,13,33,1,105,67.6
1632,2,COL. IDA.CONCEPC. NTRA.SRA.LOURDES,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,22,4,16,53,4,99,42.4
1635,7,COLEGIO AGUSTIN EDWARDS,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,31,7,27,67,4,136,47.8
1653,5,COLEGIO SAN VICENTE,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,37,5,24,55,2,123,53.7
1663,2,INSTITUTO SUPERIOR DE COMERCIO ALBERTO BL,ADMINISTRACIÓN DELEGADA,URBANO,5,51,5109,VIÑA DEL MAR,334,79,67,126,1,607,79.1
1664,0,LICEO INDUSTRIAL MIRAFLORES ALTO,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5109,VIÑA DEL MAR,256,64,17,75,0,412,81.8
1672,1,LICEO JOSE FRANCISCO VERGARA ETCHEVERS,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5109,VIÑA DEL MAR,274,65,64,93,1,497,81.1
1674,8,LICEO BENJAMIN VICUNA MACKENA,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5109,VIÑA DEL MAR,220,52,50,84,0,406,79.3
1675,6,LICEO GUILLERMO RIVERA COTAPOS,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5109,VIÑA DEL MAR,161,61,39,72,2,335,77.9
1676,4,LICEO BICENTENARIO DE VIÑA DEL MAR,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5109,VIÑA DEL MAR,291,65,104,207,7,674,68.2
1681,0,COLEGIO REPUBLICA DE COLOMBIA,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5109,VIÑA DEL MAR,142,22,15,43,1,223,80.3
1685,3,ESCUELA DR. OSCAR MARIN SOCIAS,MUNICIPAL - CORPORACIÓN,URBANO,5,51,5109,VIÑA DEL MAR,101,12,6,20,0,139,85.6
1734,5,COLEGIO RUBEN CASTRO-DIURNO,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,49,2,47,171,20,289,33.9
1735,3,LICEO PARROQUIAL SAN ANTONIO,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,103,5,81,272,13,474,39.9
1738,8,LICEO NUESTRA SRA.DE LA PAZ,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,59,3,41,99,6,208,49.5
1739,6,ESC. DE TRIPULANTES Y PORTUARIA DE VALPARAISO,PARTICULAR SUBVENCIONADO,URBANO,5,51,5101,VALPARAÍSO,307,42,80,88,4,521,82.3
1741,8,LICEO SANTA TERESA DE LOS ANDES,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,43,8,25,77,1,154,49.4
1742,6,COLEGIO SAN AGUSTIN,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,31,16,28,50,0,125,60.0
1743,4,COL.PARROQUIAL SANTA MARIA GORETTI,PARTICULAR SUBVENCIONADO,URBANO,5,51,5103,CONCÓN,68,22,46,91,4,231,58.9
1747,7,LICEO JOSE CORTES BROWN,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,96,16,65,245,4,426,41.5
1749,3,COLEGIO EXCMO.  CARDENAL RAUL SILVA HENRIQUEZ,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,99,13,44,121,6,283,55.1
1750,7,COL. INMACULADA DE LOURDES,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,28,7,32,99,7,173,38.7
1755,8,COLEGIO ANA MARIA JANER,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,95,15,57,171,8,346,48.3
1756,6,COLEGIO CLAUDIO MATTE,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,79,14,39,100,3,235,56.2
1757,4,COLEGIO ACONCAGUA,PARTICULAR SUBVENCIONADO,URBANO,5,58,5801,QUILPUÉ,135,63,137,363,59,757,44.3
1761,2,COLEGIO FRIENDLY HIGH SCHOOL,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,40,6,20,49,2,117,56.4
1769,8,COLEGIO RAYEN CAVEN,PARTICULAR SUBVENCIONADO,URBANO,5,51,5103,CONCÓN,40,1,20,47,1,109,56.0
1795,7,COLEGIO SAN IGNACIO,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,18,10,35,92,62,217,29.0
1801,5,COLEGIO MARIA AUXILIADORA,PARTICULAR SUBVENCIONADO,URBANO,5,51,5109,VIÑA DEL MAR,30,14,36,81,42,203,39.4
1851,1,LICEO POLITECNICO QUINTERO,MUNICIPAL - DAEM,URBANO,5,51,5107,QUINTERO,173,21,15,22,0,231,90.5
1858,9,COLEGIO DON ORIONE,PARTICULAR SUBVENCIONADO,URBANO,5,51,5107,QUINTERO,281,17,68,114,4,484,75.6
1859,7,COLEGIO SANTA FILOMENA,PARTICULAR SUBVENCIONADO,URBANO,5,51,5107,QUINTERO,58,5,26,64,0,153,58.2
1860,0,COLEGIO INGLES,PARTICULAR SUBVENCIONADO,URBANO,5,51,5107,QUINTERO,134,23,38,35,0,230,84.8
1863,5,COLEGIO GENERAL JOSE VELASQUEZ BORQUEZ,MUNICIPAL - DAEM,URBANO,5,51,5105,PUCHUNCAVÍ,121,18,32,45,0,216,79.2
1864,3,COMPLEJO EDUCACIONAL SARGENTO ALDEA,MUNICIPAL - DAEM,URBANO,5,51,5105,PUCHUNCAVÍ,162,18,42,51,2,275,80.7
1880,5,COLEGIO ANDRES BELLO LOPEZ,MUNICIPAL - CORPORACIÓN,URBANO,5,58,5801,QUILPUÉ,92,18,29,16,2,157,88.5
1882,1,LICEO GUILLERMO GRONEMEYER ZAMORANO,MUNICIPAL - CORPORACIÓN,URBANO,5,58,5801,QUILPUÉ,106,39,48,44,6,243,79.4
1884,8,LICEO COMERCIAL ALEJANDRO LUBET V,MUNICIPAL - CORPORACIÓN,URBANO,5,58,5801,QUILPUÉ,342,132,86,63,7,630,88.9
1887,2,ESCUELA GUARDIAMARINA GUILLERMO ZANARTU I.,MUNICIPAL - CORPORACIÓN,URBANO,5,58,5801,QUILPUÉ,68,22,42,21,3,156,84.6
1895,3,LICEO TECNICO PROFESIONAL MANNHEIM,MUNICIPAL - CORPORACIÓN,URBANO,5,58,5801,QUILPUÉ,132,38,45,27,3,245,87.8
1908,9,LICEO DE NINAS JAVIERA CARRERA,PARTICULAR SUBVENCIONADO,URBANO,5,58,5801,QUILPUÉ,55,11,43,34,7,150,72.7
1909,7,COLEGIO LIAHONA,PARTICULAR SUBVENCIONADO,URBANO,5,58,5801,QUILPUÉ,91,21,87,181,29,409,48.7
1911,9,COLEGIO CREP,PARTICULAR SUBVENCIONADO,URBANO,5,58,5801,QUILPUÉ,44,7,34,59,2,146,58.2
1918,6,COLEGIO LOS LEONES DE QUILPUE,PARTICULAR SUBVENCIONADO,URBANO,5,58,5801,QUILPUÉ,46,10,48,19,6,129,80.6
1919,4,COLEGIO H. F. CAMILO HENRIQUEZ,PARTICULAR SUBVENCIONADO,URBANO,5,58,5801,QUILPUÉ,23,8,40,50,25,146,48.6
1923,2,COLEGIO CRISTIANO DE QUILPUE,PARTICULAR SUBVENCIONADO,URBANO,5,58,5801,QUILPUÉ,138,25,101,85,5,354,74.6
1934,8,COLEGIO ESPERANZA,PARTICULAR SUBVENCIONADO,URBANO,5,58,5801,QUILPUÉ,129,16,106,144,23,418,60.0
1941,0,COLEGIO EL BELLOTO,PARTICULAR SUBVENCIONADO,URBANO,5,58,5801,QUILPUÉ,111,40,58,74,8,291,71.8
1958,5,LICEO TECNOLOGICO VILLA ALEMANA,MUNICIPAL - CORPORACIÓN,URBANO,5,58,5804,VILLA ALEMANA,222,50,45,18,3,338,93.8
1959,3,WINDMILL COLLEGE,MUNICIPAL - CORPORACIÓN,URBANO,5,58,5804,VILLA ALEMANA,57,15,25,16,6,119,81.5
1967,4,LICEO BICENTENARIO TÉCNICO PROFESIONAL MARY GRAHAM,MUNICIPAL - CORPORACIÓN,URBANO,5,58,5804,VILLA ALEMANA,124,22,91,65,4,306,77.5
1969,0,COLEGIO CHARLES DARWIN,MUNICIPAL - CORPORACIÓN,URBANO,5,58,5804,VILLA ALEMANA,157,36,63,39,1,296,86.5
1971,2,ESCUELA MANUEL MONTT,MUNICIPAL - CORPORACIÓN,URBANO,5,58,5804,VILLA ALEMANA,78,23,19,11,1,132,90.9
1973,9,ESCUELA VICEALMIRANTE ARTURO WILSON N.,MUNICIPAL - CORPORACIÓN,URBANO,5,58,5804,VILLA ALEMANA,13,2,6,4,0,25,84.0
1977,1,COLEGIO NACIONAL,PARTICULAR SUBVENCIONADO,URBANO,5,58,5804,VILLA ALEMANA,92,24,106,208,39,469,47.3
1980,1,COLEGIO PARTICULAR JEAN PIAGET,PARTICULAR SUBVENCIONADO,URBANO,5,58,5804,VILLA ALEMANA,46,17,26,36,2,127,70.1
1987,9,COLEGIO NUEVO CHILENO BRITANICO,PARTICULAR SUBVENCIONADO,URBANO,5,58,5804,VILLA ALEMANA,46,17,12,15,4,94,79.8
1996,8,LICEO MANUEL DE SALAS,MUNICIPAL - DAEM,URBANO,5,51,5102,CASABLANCA,197,62,67,67,1,394,82.7
1997,6,ESCUELA DOMINGO ORTIZ DE ROZAS,MUNICIPAL - DAEM,URBANO,5,51,5102,CASABLANCA,57,9,23,23,0,112,79.5
2007,9,COLEGIO PARTIC. JULIO MONTT SALAMANCA,PARTICULAR SUBVENCIONADO,URBANO,5,51,5102,CASABLANCA,30,8,29,29,0,96,69.8
2009,5,COLEGIO INSULAR ROBINSON CRUSOE,MUNICIPAL - DAEM,RURAL,5,51,5104,JUAN FERNÁNDEZ,13,2,4,16,0,35,54.3
2012,5,PROFESOR JUAN DANTE PARRAGUEZ ARELLANO,MUNICIPAL - DAEM,URBANO,5,56,5601,SAN ANTONIO,170,25,19,27,0,241,88.8
2013,3,INST.COMERCIAL MARITIMO PACIFICO SUR,MUNICIPAL - DAEM,URBANO,5,56,5601,SAN ANTONIO,431,70,142,158,0,801,80.3
2018,4,ESCUELA MOVILIZADORES PORTUARIOS,MUNICIPAL - DAEM,URBANO,5,56,5601,SAN ANTONIO,68,19,11,32,0,130,75.4
2019,2,COLEGIO ESPANA,MUNICIPAL - DAEM,URBANO,5,56,5601,SAN ANTONIO,45,5,10,12,0,72,83.3
2035,4,ESCUELA BASICA CUNCUMEN,MUNICIPAL - DAEM,RURAL,5,56,5601,SAN ANTONIO,16,4,9,16,1,46,63.0
2040,0,LICEO NACIONAL DE LLO LLEO,PARTICULAR SUBVENCIONADO,URBANO,5,56,5601,SAN ANTONIO,88,5,73,92,0,258,64.3
2041,9,LICEO SANTA TERESITA DE LLOLLEO,PARTICULAR SUBVENCIONADO,URBANO,5,56,5601,SAN ANTONIO,56,11,36,90,0,193,53.4
2042,7,INSTITUTO DEL PUERTO DE SAN ANTONIO,PARTICULAR SUBVENCIONADO,URBANO,5,56,5601,SAN ANTONIO,43,11,67,157,4,282,42.9
2043,5,INSTITUTO ERCILLA,PARTICULAR SUBVENCIONADO,URBANO,5,56,5601,SAN ANTONIO,81,13,10,25,1,130,80.0
2044,3,ESCUELA INDUSTRIAL SAN ANTONIO,PARTICULAR SUBVENCIONADO,URBANO,5,56,5601,SAN ANTONIO,353,52,111,152,1,669,77.1
2045,1,LICEO GABRIELA MISTRAL,PARTICULAR SUBVENCIONADO,URBANO,5,56,5601,SAN ANTONIO,12,8,21,82,7,130,31.5
2047,8,COLEGIO PARTICULAR SARA CRUCHAGA,PARTICULAR SUBVENCIONADO,URBANO,5,56,5601,SAN ANTONIO,58,10,28,28,0,124,77.4
2048,6,COLEGIO SAGRADA FAMILIA,PARTICULAR SUBVENCIONADO,URBANO,5,56,5601,SAN ANTONIO,49,4,32,27,0,112,75.9
2049,4,COLEGIO FUND.EDUC. FERNANDEZ LEON,PARTICULAR SUBVENCIONADO,URBANO,5,56,5601,SAN ANTONIO,36,1,22,105,4,168,35.1
2050,8,COLEGIO NUESTRA SENORA DE POMPEYA,PARTICULAR SUBVENCIONADO,URBANO,5,56,5601,SAN ANTONIO,64,23,22,21,1,131,83.2
2052,4,COLEGIO PROVIDENCIA,PARTICULAR SUBVENCIONADO,URBANO,5,56,5601,SAN ANTONIO,47,20,11,24,0,102,76.5
2055,9,COLEGIO EL RETIRO,PARTICULAR SUBVENCIONADO,URBANO,5,56,5601,SAN ANTONIO,41,5,15,23,0,84,72.6
2057,5,ESCUELA PARTICULAR N. 33 MARIA KONIG,PARTICULAR SUBVENCIONADO,URBANO,5,56,5601,SAN ANTONIO,33,6,4,1,0,44,97.7
2064,8,LICEO POETA VICENTE HUIDOBRO,MUNICIPAL - DAEM,URBANO,5,56,5603,CARTAGENA,242,44,32,55,0,373,85.3
2066,4,LICEO EUGENIA SUBERCASEAUX,MUNICIPAL - DAEM,URBANO,5,56,5603,CARTAGENA,43,11,7,14,0,75,81.3
2075,3,COLEGIO EL TABO,MUNICIPAL - DAEM,URBANO,5,56,5605,EL TABO,85,6,17,21,0,129,83.7
2078,8,LICEO  CLARA SOLOVERA,MUNICIPAL - DAEM,URBANO,5,56,5604,EL QUISCO,128,17,38,36,0,219,83.6
2090,7,COLEGIO TERESA DE LOS ANDES-ALGARROBO,PARTICULAR SUBVENCIONADO,URBANO,5,56,5602,ALGARROBO,68,6,24,49,2,149,65.8
2091,5,COLEGIO PEOPLE HELP PEOPLE,MUNICIPAL - DAEM,URBANO,5,56,5606,SANTO DOMINGO,84,21,41,89,0,235,62.1
2099,0,COLEGIO STO. DOMINGO HELEN LEE LASSEN,PARTICULAR SUBVENCIONADO,URBANO,5,56,5606,SANTO DOMINGO,46,9,23,43,0,121,64.5
2102,4,LICEO TECNICO A-4,ADMINISTRACIÓN DELEGADA,URBANO,6,61,6101,RANCAGUA,313,50,104,129,1,597,78.2
2103,2,LICEO INDUSTRIAL PRESIDENTE PEDRO AGUIRRE,ADMINISTRACIÓN DELEGADA,URBANO,6,61,6101,RANCAGUA,450,92,186,331,3,1062,68.5
2104,0,LICEO COMERCIAL DIEGO PORTALES,MUNICIPAL - CORPORACIÓN,URBANO,6,61,6101,RANCAGUA,679,59,337,612,4,1691,63.6
2105,9,LICEO INDUSTRIAL ERNESTO PINTO LAGARRIGUE,ADMINISTRACIÓN DELEGADA,URBANO,6,61,6101,RANCAGUA,565,95,225,363,3,1251,70.7
2109,1,LICEO MARIA LUISA BOMBAL,MUNICIPAL - CORPORACIÓN,URBANO,6,61,6101,RANCAGUA,96,5,38,71,0,210,66.2
2110,5,LICEO MUNICIPAL OSCAR CASTRO ZUNIGA,MUNICIPAL - CORPORACIÓN,URBANO,6,61,6101,RANCAGUA,526,40,330,775,10,1681,53.3
2111,3,LICEO MUNICIPAL JOSE VICTORINO LASTARRIA,MUNICIPAL - CORPORACIÓN,URBANO,6,61,6101,RANCAGUA,379,83,73,124,0,659,81.2
2123,7,INSTITUTO TECNOLOGICO MINERO BERNARDO OHIGGINS,MUNICIPAL - CORPORACIÓN,URBANO,6,61,6101,RANCAGUA,304,42,92,118,1,557,78.6
2124,5,LICEO INTEGRADO LIBERTADOR SIMÓN BOLIVAR,MUNICIPAL - CORPORACIÓN,URBANO,6,61,6101,RANCAGUA,129,36,35,52,0,252,79.4
2134,2,LICEO COMERCIAL JORGE ALESSANDRI R.,MUNICIPAL - CORPORACIÓN,URBANO,6,61,6101,RANCAGUA,342,55,74,128,1,600,78.5
2150,4,INSTITUTO SAGRADO CORAZON,PARTICULAR SUBVENCIONADO,URBANO,6,61,6101,RANCAGUA,16,6,22,93,20,157,28.0
2153,9,COLEGIO PARTICULAR SANTA MARIA GORETTI,PARTICULAR SUBVENCIONADO,URBANO,6,61,6101,RANCAGUA,35,25,17,52,3,132,58.3
2163,6,COLEGIO CUISENAIRE,PARTICULAR SUBVENCIONADO,URBANO,6,61,6101,RANCAGUA,156,36,38,88,6,324,71.0
2164,4,COLEGIO PARTICULAR GABRIELA MISTRAL,PARTICULAR SUBVENCIONADO,URBANO,6,61,6101,RANCAGUA,64,31,27,111,1,234,52.1
2165,2,ESCUELA PARTICULAR NINO JESUS DE PRAGA,PARTICULAR SUBVENCIONADO,URBANO,6,61,6101,RANCAGUA,66,3,33,67,0,169,60.4
2166,0,INSTITUTO REGIONAL DE EDUCACION,PARTICULAR SUBVENCIONADO,URBANO,6,61,6101,RANCAGUA,78,21,55,223,11,388,39.7
